Table B.2: Population (%) with Improved Water Improved Sanitation and Other Urban Basic Services in Selected Cities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population (%) with Improved Water Improved Sanitation and Other Urban Basic Services in Cities Selected Countries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,M49 classification,Country,,Year,Number of Cases,Improved water sources,,,,,,,,,,Total Improved water (d),Access to basic drinking water services (e),Improved sanitation facilities,,,,,,,Total Improved Sanitation (f),Access to basic sanitation services (g),Basic hand-washing facility (h),Durable housing (i),,,Sufficient living area (j),,,,Type of main cooking fuel,,,,,Source
Central America,Latin America and the Caribbean,Belize,Belize City,2006,"1,576",27.4,0.6,27.9,0.1,0,0,11.8,0,59.9,71.8,99.7,32,45.4,0,0,49.7,1.6,0.5,51.8,97.2,90.7,,89.2,83.9,99.4,87.1,52.5,72.5,99,0.8,96.4,0,97.2,2.8,UN-Habitat_MICS
Central America,Latin America and the Caribbean,Belize,Belize City,2011,"2,261",29,1.5,30.5,0,0,0,10.1,0,59.2,69.3,99.8,99.3,47.4,0,0,47,0,0.6,47.7,95.1,89.7,,50.3,82.5,99.7,89.9,29,94.1,97.1,3.2,95.8,0.1,99.2,0.8,UN-Habitat_MICS
Central America,Latin America and the Caribbean,Belize,Belize City South SIde,2016,"2,524",22.5,0.7,23.1,0,0,0,7,1.7,63.1,71.8,95,96.3,46,0,0,49.4,0.5,0.6,50.6,96.6,92.6,,53.9,71.8,99.1,86.3,15,97.4,98.3,3.2,95,0.1,98.2,1.8,UN-Habitat_MICS
Central America,Latin America and the Caribbean,Belize,Corozal,2006,215,0,0,0,0,0,0,22.8,0,74,96.7,96.7,45.8,0,0,7,82.3,0,9.3,98.6,98.6,92.6,,95.8,93.5,,94.9,42.3,77.2,99.5,3.7,91.2,0,94.9,5.1,UN-Habitat_MICS
Central America,Latin America and the Caribbean,Belize,Corozal,2011,633,0.5,0,0.5,0,0,0,28.6,0,69,97.6,98.1,,0,0,1.3,90.1,0,8.7,,,97.8,99.6,94.9,97.2,98.3,95.4,25.6,90,98.9,0.8,96.6,0,97.4,2.6,UN-Habitat_MICS
Central America,Latin America and the Caribbean,Belize,Corozal,2016,837,2,0,2,0,0,0.2,11.2,0,82.6,94.1,96.1,97.3,5.4,0,1.1,83.4,0,9.2,93.7,99.2,96.6,86.2,94,94.4,99.7,89.1,18.6,96,97.7,8,84.5,1.5,94,6,UN-Habitat_MICS
South America,Latin America and the Caribbean,Bolivia,Cobija,1998,124,84.1,0.8,84.9,,,,,0,,0,84.9,,43.9,,,,,,2.1,66.9,59.8,,39.7,33.9,82,82.4,46.4,0,88.7,0,88.7,,88.7,9.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Cobija,2004,221,83.4,3.1,86.5,0,,,,0,0,0,86.5,21.4,40,,,,,,,40,8.2,,44.3,99.2,25,65.9,21.2,36.3,85.7,0,92.2,0,92.2,7.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Cobija,2008,200,84.2,1.3,85.5,0,1.1,0,0,0.5,0,1.6,87.1,5.3,31.2,,,30.3,,,30.3,78.1,62.2,,44.9,37.2,96,75.9,24.5,88.2,96.2,0.5,91.9,0,92.4,3.2,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Cochabamba,1994,"3,484",60.7,7.4,68.1,,6.8,,0,22.1,0,28.9,98.1,96.4,46.8,,0,15.2,,,15.2,62,,,81.9,,,60.5,17.4,,93,0.5,89.1,,89.6,6.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Cochabamba,1998,"5,766",78.1,4,82,,,,,13.2,,13.2,95.3,98.1,43.2,,,,,,0,66,54.5,,83.6,93.2,99.8,64.5,48.8,7.5,98,0.2,94,,94.3,4.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Cochabamba,2004,"8,932",82.1,1,83.1,0.9,,,,13.6,0,14.4,97.6,60.2,65.8,,,,,,,65.8,15.9,,92.7,64.4,35.6,72.2,44.2,32.8,97.2,0.2,94.5,0,94.6,5.4,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Cochabamba,2008,"7,935",82.3,0.7,83,0,0.6,0,0,14.4,0,15.1,98.1,76.9,63.7,,,9.5,,,9.5,82.4,61.4,,89.6,99.4,98.8,72.7,41.3,77.8,98.6,0,94,0,94,5.2,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,La Paz,1994,"8,015",74.1,12.9,87,,3.9,,0,3.1,0,7,98.1,94.8,49.9,,0,3.5,,,3.5,53.4,,,70.8,,,63.7,16.5,,94.9,4,87.4,,91.3,7.9,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,La Paz,1998,"10,687",85.8,9.2,95,,,,,1.7,,1.7,96.7,98.3,37.4,,,,,,0.3,55.5,41.6,,43.2,92.2,99.9,57.8,33.7,8.9,97.1,3,93,,96,3.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,La Paz,2004,"14,221",82.7,5,87.7,1.7,,,,0.6,0,2.4,90.1,43.1,54.7,,,,,,,54.7,19,,79.1,43.7,8.8,59.7,20.5,33.2,94.3,1.1,90.6,0,91.7,8.2,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,La Paz,2008,"13,743",95.2,2.6,97.8,0,0,0,0,0,0,0,97.9,0,75.4,,,2.1,,,2.1,82.7,56.6,,53.1,99.8,99.7,71,29.9,80.6,98.7,1.7,95.9,0,97.5,2,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Oruro,1994,"1,706",76.7,16.9,93.6,,2.5,,0,0,0,2.5,100,96.5,25.6,,0,8.8,,,8.8,34.4,,,88.4,,,55.6,16.7,,95.9,0.4,94.3,,94.7,4.7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Oruro,1998,"1,970",85,8.9,94,,,,,0,,0,94,98.6,29.7,,,,,,0.7,40.8,33.1,,64.1,92.5,98.8,59.3,29.1,3.9,96.4,0.2,95.8,,96,3.1,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Oruro,2004,"2,739",86.6,6.6,93.2,0.7,,,,0.3,0,1,94.2,66.6,58.8,,,,,,,58.8,20.2,,92.3,20.8,14.1,59.4,37.6,25,96.7,0.3,96.4,0,96.7,3.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Oruro,2008,"2,454",92.3,4.1,96.3,0,0.9,0,0,0,0,0.9,97.3,43.3,65.1,,,2.9,,,2.9,68.8,48.2,,67.5,99.4,98.2,67.5,44.2,73.7,96.9,0.1,98.1,0,98.2,1.5,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Potosí,1994,"1,447",87.1,6.2,93.3,,1.4,,0,0,0,1.4,99.9,97.4,51.8,,0,2.7,,,2.7,54.4,,,78.8,,,58.4,15.4,,96.8,0,95.8,,95.8,3.7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Potosí,1998,"1,885",90.8,6,96.8,,,,,0,,0,96.8,97.7,23.2,,,,,,0.3,48.8,32.1,,66.4,91.4,98.1,53.9,26.6,3.6,96.6,0.2,96.5,,96.7,2.2,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Potosí,2004,"2,558",90.4,5.8,96.3,0.1,,,,0,0,0.1,96.4,61.8,71.5,,,,,,,71.5,29.6,,89.7,12.3,22.5,57.3,24.1,18.8,97.2,0,98.4,0,98.4,1.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Potosí,2008,"2,555",93.6,3.9,97.6,0,0.2,0,0,0,0,0.2,97.8,11.3,78.6,,,0.4,,,0.4,81.2,51.2,,71.1,99.4,97.8,61.7,23,76.4,97.8,0.1,98.8,0,98.9,0.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Santa Cruz,1994,"6,229",89.7,0.7,90.4,,7.6,,0,0,0,7.6,99.7,99.5,16.4,,0,33,,,33,49.4,,,82.4,,,51.5,19.7,,92.3,0.1,83.6,,83.7,14.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Santa Cruz,1998,"8,550",93.8,2.7,96.4,,,,,0,,0,96.4,99.3,54.2,,,,,,0.5,75.5,54.2,,89,89.6,96,53.2,38.1,11.6,95.5,0.3,90.6,,90.9,7.1,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Santa Cruz,2004,"15,136",93.8,1.8,95.6,0.4,,,,0,0,0.4,96,42.5,48.3,,,,,,,48.3,11.4,,89.1,90.5,73.1,60.4,27.6,48.5,92.1,0.2,87,0,87.2,12.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Santa Cruz,2008,"12,986",98.1,0.8,98.9,0,0,0,0,0.1,0,0.1,99,0,22.7,,,34.4,,,34.4,78.1,55.2,,92.7,95,97.6,65.9,25.7,86.4,97.6,0.1,92.9,0,92.9,5.5,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Sucre,1994,829,85.1,0.7,85.8,,0.3,,0,2.3,0,2.6,98.9,98.3,67.1,,0,0.8,,,0.8,67.9,,,90.3,,,62.3,21.3,,94.7,0.3,89.3,,89.6,8.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Sucre,1998,"1,548",88,7.9,96,,,,,0.8,,0.8,96.7,97.4,55.1,,,,,,0,67.1,48,,80.9,94.3,98.8,59.1,35.2,9.4,95.2,0.3,92.4,,92.7,5.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Sucre,2004,"2,154",92.7,3.7,96.3,0,,,,0.9,0,0.9,97.2,52.3,83.7,,,,,,,83.7,29.5,,94.2,48.5,64.1,65.6,42.6,25.9,95,0,93,0,93,7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Sucre,2008,"1,950",86.3,7.1,93.4,0,0.3,0,0,4.7,0,5.1,98.5,64.6,71.6,,,0.2,,,0.2,73,50,,85.9,100,98.2,67.2,32.7,68.7,97.3,0,91.3,0,91.4,7.9,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Tarija,1994,"1,000",93.6,2.6,96.2,,2.1,,0,0,0,2.1,99.6,99,56.1,,0,5.6,,,5.6,61.8,,,82.4,,,57.2,19.8,,87.9,0.1,88.3,,88.4,10.7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Tarija,1998,"1,662",96.6,2.5,99.1,,,,,0,,0,99.1,99.1,66.3,,,,,,0.1,78.4,53.2,,91.6,92.9,99.4,59.2,42.4,7.7,94.3,0.3,93.1,,93.4,4.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Tarija,2004,"2,484",95.8,1,96.8,0,,,,0.6,0,0.6,97.4,32.1,72.2,,,,,,,72.2,27.7,,90.4,77.3,47.2,65.3,34.7,34.2,92.2,0,88.5,0,88.5,11.4,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Tarija,2008,"2,107",94.2,5.2,99.5,0,0,0,0,0.2,0,0.2,99.7,38.4,74.3,,,5.6,,,5.6,88.6,62.9,,93,97.8,99.2,75.5,32.9,84.3,95.7,0.1,93.2,0,93.3,5.4,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Trinidad,1994,998,58.6,1.8,60.3,,28.2,,0,0,0,28.2,97.9,97.7,0.1,,0,22.4,,,22.4,22.4,,,31.9,,,40.7,10.1,,68.6,0,52.1,,52.1,45.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Trinidad,1998,"1,693",60.5,4.5,65,,,,,0,,0,65,91.3,21,,,,,,0.2,55.9,47.2,,41.7,57.3,72.7,39.4,19.6,2.9,81.1,0.1,64.2,,64.2,34.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Trinidad,2004,"2,243",55.9,3.7,59.5,2.5,,,,3.2,0,5.7,65.2,24.2,33.8,,,,,,,33.8,5.5,,46,72.1,55.9,52.7,19.1,23,82.2,0,63,0,63,37,UN-Habitat_DHS
South America,Latin America and the Caribbean,Bolivia,Trinidad,2008,"2,033",59.9,3.3,63.2,0,1.6,0,0,1.7,0,3.3,66.4,6.5,18.4,,,18.4,,,18.4,67.2,48.2,,44.4,59.8,81,56.7,13.8,65.6,90.5,0.1,71.3,0,71.4,25.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Brazil,Belo Horizonte,1996,"4,433",84.8,0.2,85,,3.5,,,,6.3,9.8,94.8,,86.4,,,,,,,89.5,88.2,,93.4,97.3,99.5,87.6,,,1,,,,,,UN-Habitat_DHS
South America,Latin America and the Caribbean,Brazil,Brasília,1996,"1,572",88.4,1,89.4,,4,,,,0.3,4.3,93.7,,70.2,,,,,,,81.9,79,,86.6,99.8,99.9,84.7,,,1,,,,,,UN-Habitat_DHS
South America,Latin America and the Caribbean,Brazil,Curitiba,1996,"2,042",83.7,0,83.7,,7.5,,,,5.3,12.8,96.5,,75.8,,,,,,,86.4,84.1,,78.4,95.6,99.2,94.3,,,1,,,,,,UN-Habitat_DHS
South America,Latin America and the Caribbean,Brazil,Fortaleza,1996,"10,570",72.2,6.2,78.4,,5.8,,,,4.9,10.7,89.1,,35.4,,,,,,,59.4,58.3,,92.8,95.2,99.1,84.9,,,1,,,,,,UN-Habitat_DHS
South America,Latin America and the Caribbean,Brazil,Goiana,1996,"3,798",90.1,3.8,94,,2.1,,,,2,4.1,98,,74,,,,,,,83,80.6,,90.2,99,98.8,87.4,,,1,,,,,,UN-Habitat_DHS
South America,Latin America and the Caribbean,Brazil,Rio de Janeiro,1991,"1,271",90.1,2.9,92.9,,4.4,,0.3,0,1.8,6.5,99.4,84.5,91.8,,0,,,,0,93.4,,,93,89.9,,81.2,,,98.4,,,,,,UN-Habitat_DHS
South America,Latin America and the Caribbean,Brazil,Rio de Janeiro,1996,"3,712",87,2.1,89.1,,6.8,,,,0.8,7.6,96.7,,78.5,,,,,,,82,80.8,,92.5,99.6,99.9,85.1,,,1,,,,,,UN-Habitat_DHS
South America,Latin America and the Caribbean,Brazil,São Paulo,1996,"5,196",93.6,0.8,94.3,,1.1,,,,3.7,4.8,99.1,,87.1,,,,,,,90.4,88.1,,94.4,99.7,98.8,77.6,,,1,,,,,,UN-Habitat_DHS
South America,Latin America and the Caribbean,Brazil,Vitória,1996,"1,612",91.1,0,91.1,,1.1,,,,4.3,5.4,96.5,,85.7,,,,,,,90.1,85.8,,93.6,97.1,99.4,83,,,1,,,,,,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Armenia,1995,569,0,100,100,,,,0,0,0,0,100,,1,,,,0.2,,0.2,99,,,87.4,,,85,56.7,,99.1,22.5,75.4,,97.8,1.5,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Armenia,2005,"1,806",97.7,0,97.7,0,,,0,0,2.1,2.1,99.9,0,99,,,0.1,,,0.9,99.9,8.4,,97.4,90.1,,92.2,70.6,,98.1,1.4,96.2,,97.7,1.5,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Armenia,2010,"2,220",97.2,0,97.2,0,,,0,0,2.8,2.8,100,,97.7,,,0.4,,,1.8,99.5,93.2,,64.3,92.9,,92.9,37.6,95.3,98.6,0.5,98,,98.5,0.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Armenia,2015,"1,660",96,0,96,0,,,0.1,0,3.9,4,100,,99.5,,,0,,,0.4,100,97.4,,97.6,93.4,,97.9,35.4,98.8,99.7,0.2,98.9,,99.1,0.4,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Barranquilla,1990,"1,539",95.8,0.1,95.8,,,,0,3.1,,3.1,99,35.8,69.7,,,16.1,,,16.1,93.2,,,92,,,68.3,28.5,,99.8,28.6,52.8,,81.3,6.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Barranquilla,1995,"2,967",0,94.9,95.2,,,,0.2,3,0,3.1,98.3,69,0.7,,,,22.3,,22.3,94.7,,,98.2,,,75.7,22.4,,99.9,20,74,,94,5.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Barranquilla,2000,"2,992",0.6,96.2,96.8,,,,0.2,0,0,0.2,97,0,61.1,,,,24.5,,24.5,89.5,74.1,,96.8,,,74.6,43.4,,98.4,11.8,83,0,94.9,4.9,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Barranquilla,2005,"7,678",87.1,0.1,87.2,0.8,,,0.1,1.1,7.5,9.5,95.9,28,78.4,,,14.9,,,15.7,95,13.8,,97.6,97.8,,75.1,44.4,,99.6,6,88.6,,94.6,4.7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Barranquilla,2010,"8,853",95.1,0,95.1,0,,,0.2,1.2,3.3,4.7,99.9,93,80.3,,,15.3,,,16.6,97,85.7,,48.6,98.2,,83.7,35.8,94.6,99.7,6.4,91,,97.4,1.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Barranquilla,2015,"7,880",98,0,98,0,,,0,0,1.7,1.7,99.7,0,93.3,,,4.5,,,5,98.4,86.9,,97.9,97.7,,86.1,42.9,97,99.8,2.9,95.7,,98.6,0.7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bogotá D.C.,1990,"4,646",99.9,0,99.9,,,,0,0.1,,0.1,100,,99.8,,,0,,,0,99.8,,,47.1,,,84.6,77.1,,99.7,37.8,61.4,,99.3,0.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bogotá D.C.,1995,"6,558",0.2,99.8,,,,,0,0,0,0,,,1,,,,0,,0,99.9,,,96.3,,,86.7,82.5,,100,24,75.4,,99.4,0.2,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bogotá D.C.,2000,"6,396",0.9,99.1,,,,,0,0,0,0,,,,,,,0,,0,,77.8,,95.8,,,87.2,81.8,,99.7,8.5,87.8,0,96.3,3.2,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bogotá D.C.,2005,"24,741",96.8,0,96.9,0,,,0,0,2.9,2.9,99.8,28.8,99.5,,,0.1,,,0.4,99.9,16,,92.8,99.1,,87.7,83.7,,99.6,2.6,95.3,,97.8,1.7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bogotá D.C.,2010,"33,835",98.6,0,98.6,0,,,0,0,1.3,1.3,99.9,0,99.4,,,0.2,,,0.4,99.8,91.8,,78.6,99.2,,93.2,74.3,96.6,99.5,2.1,96.9,,99,0.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bogotá D.C.,2015,"26,315",95.2,0,95.2,0,,,0,0,4.7,4.7,99.8,58.1,99.9,,,0.1,,,0.1,,93.2,,96.6,99,,97,67.8,98.4,99.9,0.6,98.9,,99.5,0,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bucaramanga,1990,"1,170",99.7,0,99.7,,,,0,0,,0,99.7,0,95.4,,,2.8,,,2.8,98.2,,,95.1,,,85.3,41.9,,95.8,1.3,91.4,,92.8,6.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bucaramanga,1995,"1,618",0,,,,,,0,0,0,0,,,1,,,,1.6,,1.6,96.9,,,93.8,,,81.5,43.5,,,1.1,91.1,,92.3,7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bucaramanga,2000,"1,830",0.7,99.3,,,,,0,0,0,0,,,94.4,,,,0,,0,94.4,72.5,,96.9,,,83.5,74.8,,,0.8,95.2,0,96,2.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bucaramanga,2005,"5,180",95.9,0,95.9,0.3,,,0,0.1,2.6,3,98.6,0,94,,,1.6,,,3.4,97.3,12.5,,84.8,93,,90.5,78.1,,99.9,1.3,93.6,,94.8,3.4,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bucaramanga,2010,"7,029",97.2,0,97.2,0.1,,,0,0,1.7,1.8,98.9,,95.9,,,2.2,,,3.2,99,87,,68.4,92.3,,92.2,51,96.1,99.2,0.2,96.4,,96.6,2.4,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Bucaramanga,2015,"5,204",96.6,0.4,97,0,,,0,0,2.7,2.7,99.7,0,98.7,,,0.7,,,0.9,99.8,93.3,,99.1,97.1,,97.4,65.8,97.6,100,0.1,99.2,,99.3,0.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cali,1990,"2,790",99.8,0,99.8,,,,0,0,,0,99.8,0,99,,,0,,,0,99,,,95.2,,,83.2,37.3,,99.7,67,24.4,,91.4,0.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cali,1995,"3,799",4.3,95.1,99.4,,,,0.1,0,0,0.1,99.5,0,1,,,,0,,0,97.3,,,93.8,,,81.5,44.3,,99.9,65.6,29,,94.5,4.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cali,2000,"3,661",0.3,90.6,90.9,,,,0,0,0,0,90.9,,97.3,,,,0,,0,97.4,76.5,,94.3,,,87.5,72.6,,99.8,27.7,67.9,0,95.6,4.1,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cali,2005,"13,607",98.3,0,98.3,0,,,0,0.2,1.3,1.5,99.8,34.1,97.8,,,0.3,,,0.9,98.7,16.9,,96.2,92.9,,88.7,73.3,,99.9,13.4,83.8,,97.2,1.7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cali,2010,"16,099",96.1,0.1,96.2,0.2,,,0.6,0.2,1.6,2.6,98.6,10.1,95.4,,,0.5,,,2.3,97.8,87,,70.4,94.2,,92.6,52.6,94.3,99.3,5,92.8,,97.9,0.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cali,2015,"13,501",96.8,0.2,97,0,,,0.1,0.3,1.9,2.4,99.4,58.6,96.3,,,0.2,,,2.2,98.5,93.3,,98.3,96.4,,96,51,97.7,99.8,3,95.9,,99,0.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cartagena de Indias,1990,"1,027",86.5,4.3,90.8,,,,0,0,,0,90.8,33.7,33.6,,,29.2,,,29.2,67.4,,,89.1,,,64.3,15.1,,99.4,8.2,67.5,,75.8,13.5,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cartagena de Indias,1995,"1,283",0,89.8,93.4,,,,5.2,0,0,5.2,98.6,0,0.6,,,,19.2,,19.2,87.5,,,89.3,,,67.4,27.7,,99.8,2.6,87.5,,90.1,9.2,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cartagena de Indias,2000,"1,200",0,86.7,86.7,,,,11.7,0.3,0,12,98.6,41.9,69.8,,,,1.9,,1.9,82.9,72.7,,90.8,,,72.3,56,,100,1.5,94.5,0,96,3.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cartagena de Indias,2005,"5,330",83.4,0.1,83.5,0.3,,,9.4,0.9,1.5,12.2,95.3,31.6,58.9,,,29.3,,,31.6,91.9,9.2,,96.4,91.4,,73,49.8,,99.8,0.9,92.4,,93.3,5.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cartagena de Indias,2010,"6,565",83.1,0,83.1,1.7,,,7.4,3.4,1.8,14.3,95.7,63.1,68.9,,,22,,,22.8,92,81.8,,45.3,90,,75.4,26.5,92,99.6,1.2,93.2,,94.4,4.7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cartagena de Indias,2015,"5,440",87.7,0.1,87.8,1.6,,,0.7,5.1,1.8,9.2,95.3,60.6,67.5,,,27.3,,,27.4,95.4,88.1,,93.4,90.3,,88.1,30.4,97.4,99.8,1,95.8,,96.8,2.5,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cúcuta,1995,813,0.7,97.1,98.5,,,,0,0.7,0,0.7,99.1,,1,,,,2.5,,2.5,97.8,,,97.6,,,82.3,29,,,4.4,91.8,,96.2,3.7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cúcuta,2000,"1,305",5.9,93.6,99.5,,,,0,0,0,0,99.5,0,92.7,,,,0.6,,0.6,93.3,82,,97.2,,,76.4,64.8,,,1.2,95.1,0,96.3,3.1,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cúcuta,2005,"3,884",96.3,0,96.3,0.8,,,0,0,2.5,3.2,98.7,0,92.4,,,1.8,,,5,97.6,10.4,,96.4,88.7,,80.2,57.5,,99.7,0.7,94.5,,95.1,3.4,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cúcuta,2010,"4,595",94.3,0,94.3,0,,,0,0,3.4,3.4,97.7,,93,,,1.3,,,5.5,98.6,87.5,,55.3,91,,80.4,34.5,94.2,99.3,0.4,95.6,,96,2.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Cúcuta,2015,"3,563",93.1,0,93.1,0.7,,,0,0,5.9,6.7,99,,97.9,,,1.3,,,1.5,99.4,95.2,,98.1,94.5,,91.3,35.6,97.4,99.9,0.3,98,,98.4,0.8,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Ibagué,1990,647,,0,,,,,0,0,,0,,,87.4,,,6.5,,,6.5,95.7,,,85.9,,,61.5,7.5,,86,1.4,68.3,,69.7,29.3,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Ibagué,1995,771,14.9,84.3,99.3,,,,0,0,0,0,99.3,0,0.9,,,,3.7,,3.7,98.6,,,98,,,73.9,31.2,,97.5,4.9,87.9,,92.8,6.2,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Ibagué,2000,976,12,88,100,,,,0,0,0,0,100,,99.3,,,,0.6,,0.6,100,,,96.9,,,77.8,62.1,,98.5,0,87.3,0,87.3,12.1,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Ibagué,2005,"2,953",98.3,0,98.3,0,,,0,0,1,1,99.4,0,98.7,,,1,,,1.1,99.8,13,,96,92,,84,64.2,,99.1,0.2,95.2,,95.4,3.7,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Ibagué,2010,"4,345",93.4,0,93.4,0.4,,,0,0,5.5,5.9,98.9,13.9,94,,,1.1,,,2.9,96.9,89.1,,37.4,91.7,,87.1,39.6,90.8,99.3,0,93.9,,93.9,5.4,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Ibagué,2015,"3,227",90.6,0,90.6,0,,,0,0,9.1,9.1,99.8,0,98.1,,,0.1,,,0.6,98.8,90.4,,97.3,94.1,,92.1,46.1,97.4,99.5,0,97.6,,97.6,1.4,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Manizales,1995,830,0,99.1,99.1,,,,0,0,0,0,99.1,,1,,,,0,,0,99.1,,,87.7,,,91.6,53.3,,98.7,25.2,66.8,,92,6.1,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Manizales,2000,941,0.2,99.8,100,,,,0,0,0,0,100,,98.1,,,,0,,0,98.1,79.7,,87.9,,,89.8,73.6,,100,7.2,88.1,0,95.3,3.6,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Manizales,2005,"2,635",99.5,0,99.5,0,,,0,0,0,0,99.5,,99.8,,,0,,,0,99.8,3.8,,88.9,76.8,,92.7,71.8,,99.6,2.1,96.2,,98.3,1,UN-Habitat_DHS
South America,Latin America and the Caribbean,Colombia,Manizales,2010,"3,107",97.8,0,97.8,0,,,0,0.2,1.7,1.9,99.7,0,98.3,,,0.2,,,1.3,99.6,91.5,,57.9,78.3,,93.3,45.7,96.9,100,0.4,97.8,,98.1,0.9,UN-Habitat_DHS
